field_id,metric,model,input_condition,effect26k,effect52k,difference,sign_changed
15,neighbors25,biobert,title,-0.1699288888888888,-0.16383111111111104,0.0060977777777777575,False
15,neighbors25,biobert,abstract,0.41715111111111114,0.446088888888889,0.02893777777777784,False
15,neighbors25,simcse,title,-0.1050577777777777,-0.09914222222222224,0.005915555555555452,False
15,neighbors25,simcse,abstract,0.43862222222222225,0.45657777777777775,0.017955555555555502,False
16,cka,specter,title,0.15250686422831927,0.15751370650263968,0.005006842274320411,False
16,cka,specter,abstract,0.2330215146467426,0.23782583968111376,0.004804325034371171,False
16,cka,specter2,title,0.1542638297655567,0.16226421328402474,0.008000383518468046,False
16,cka,specter2,abstract,0.28998816887040973,0.2994357518164601,0.009447582946050359,False
16,cka,scincl,title,0.17254045559078224,0.17432654002423703,0.0017860844334547932,False
16,cka,scincl,abstract,0.2985654062905978,0.30216227800453094,0.0035968717139331363,False
16,cka,scibert,title,-0.14465972471340366,-0.1435292492520313,0.0011304754613723489,False
16,cka,scibert,abstract,0.26512118263005685,0.26957118951250186,0.004450006882445012,False
16,cka,bert,title,-0.005419744586792619,-0.005199209606234545,0.00022053498055807363,False
16,cka,bert,abstract,0.30839990652230453,0.3085412659556477,0.0001413594333431467,False
16,cka,mpnet,title,0.14449560661253008,0.15043694255656198,0.0059413359440319,False
16,cka,mpnet,abstract,0.29697833030102777,0.30259016179628,0.00561183149525224,False
16,cka,minilm,title,0.09715678015829565,0.10597936521188822,0.008822585053592569,False
16,cka,minilm,abstract,0.29960288224050047,0.30631517304747413,0.006712290806973664,False
16,cka,pubmedbert,title,-0.08111420978727935,-0.07353592672398673,0.007578283063292612,False
16,cka,pubmedbert,abstract,0.2825461856664544,0.2866035517941112,0.004057366127656781,False
